text,anger,fear,joy,love,sadness,surprise
"An unexpected confession left me stunned and I had to pause to process it. and i was overwhelmed with happiness when my friends surprised me with that celebration. Also, i felt a deep ache in my chest remembering what we've lost and it wouldn't fade. 😊😢😳",0,0,1,0,1,1
I feel completely connected and tender toward them in a way that surprises me. while i can't stand how they dismissed my feelings after everything i've done for them.,1,0,0,1,0,0
"I realized how deeply I care for them when they gently held my hand and didn't let go. while the day felt heavy and every small thing reminded me of how lonely i've been feeling., but hearing their good news made my whole week brighter and i felt genuinely happy. 😊❤️😢",0,0,1,1,1,0
"A surprising twist in the evening turned everything upside down and I was caught off guard. however, i'm genuinely frightened about the idea of walking home alone late at night after what happened., but there was a lightness in my chest all day, like the world finally felt right.",0,1,1,0,0,1
"Loving them makes even the hardest days feel bearable because of how they comfort me. however, hearing their good news made my whole week brighter and i felt genuinely happy. 😊❤️",0,0,1,1,0,0
I was completely taken aback by the unexpected message and it left me speechless. and the thought of losing my job terrifies me more than i can explain. while i was overwhelmed with happiness when my friends surprised me with that celebration. 😨😊😳,0,1,1,0,0,1
"There is a warmth inside me every time I think about the kindness they show. however, there was a lightness in my chest all day, like the world finally felt right.",0,0,1,1,0,0
"I realized how deeply I care for them when they gently held my hand and didn't let go. and i felt a deep ache in my chest remembering what we've lost and it wouldn't fade. however, i was overwhelmed with happiness when my friends surprised me with that celebration. 😊❤️😢",0,0,1,1,1,0
I was completely taken aback by the unexpected message and it left me speechless. and i was overwhelmed with happiness when my friends surprised me with that celebration.,0,0,1,0,0,1
"I couldn't believe my eyes when I saw it; the surprise stopped me in my tracks. however, i find myself avoiding places because i'm scared something bad will happen again. and i was overwhelmed with happiness when my friends surprised me with that celebration.",0,1,1,0,0,1
"There is a warmth inside me every time I think about the kindness they show. however, a quiet sorrow has settled over me since the news and i can't seem to shake it off. and my blood boils whenever i remember how they treated me that day.",1,0,0,1,1,0
"A surprising twist in the evening turned everything upside down and I was caught off guard. and the thought of losing my job terrifies me more than i can explain. however, there was a lightness in my chest all day, like the world finally felt right.",0,1,1,0,0,1
My blood boils whenever I remember how they treated me that day. while a quiet sorrow has settled over me since the news and i can't seem to shake it off. and i realized how deeply i care for them when they gently held my hand and didn't let go.,1,0,0,1,1,0
"I feel furious thinking about the way I was spoken to; it was humiliating and cruel. however, the day felt heavy and every small thing reminded me of how lonely i've been feeling., but i'm genuinely frightened about the idea of walking home alone late at night after what happened. 😤😨😢",1,1,0,0,1,0
"Loving them makes even the hardest days feel bearable because of how they comfort me. while i find myself replaying that moment and it brings tears i can't hold back. Also, i was completely taken aback by the unexpected message and it left me speechless.",0,0,0,1,1,1
"I was completely taken aback by the unexpected message and it left me speechless. however, the uncertainty about the future keeps me awake and makes my heart race with fear. and i can't stop smiling thinking about the wonderful time we had together last night.",0,1,1,0,0,1
"An unexpected confession left me stunned and I had to pause to process it. Also, a quiet sorrow has settled over me since the news and i can't seem to shake it off.",0,0,0,0,1,1
"The sudden turn of events surprised me in a way I didn't expect and shook my plans. while i feel an uneasy panic whenever i think about facing that situation again., but hearing their good news made my whole week brighter and i felt genuinely happy. Also, i feel furious thinking about the way i was spoken to; it was humiliating and cruel. 😤😨😊😳",1,1,1,0,0,1
"I'm genuinely frightened about the idea of walking home alone late at night after what happened. Also, there is a warmth inside me every time i think about the kindness they show. 😨❤️",0,1,0,1,0,0
"A surprising twist in the evening turned everything upside down and I was caught off guard. while the thought of losing my job terrifies me more than i can explain., but i can't stop smiling thinking about the wonderful time we had together last night. 😨😊😳",0,1,1,0,0,1
"I was completely taken aback by the unexpected message and it left me speechless., but i feel an uneasy panic whenever i think about facing that situation again., but i was overwhelmed with happiness when my friends surprised me with that celebration. 😨😊😳",0,1,1,0,0,1
"The sudden turn of events surprised me in a way I didn't expect and shook my plans. Also, i am seething with anger at the injustice i had to witness today.",1,0,0,0,0,1
"I find myself avoiding places because I'm scared something bad will happen again. while i couldn't believe my eyes when i saw it; the surprise stopped me in my tracks. however, i can't stand how they dismissed my feelings after everything i've done for them. Also, a quiet sorrow has settled over me since the news and i can't seem to shake it off. 😤😨😢😳",1,1,0,0,1,1
"The sudden turn of events surprised me in a way I didn't expect and shook my plans. and there was a lightness in my chest all day, like the world finally felt right. 😊😳",0,0,1,0,0,1
"I realized how deeply I care for them when they gently held my hand and didn't let go. however, there was a lightness in my chest all day, like the world finally felt right. while i am seething with anger at the injustice i had to witness today. 😤😊❤️",1,0,1,1,0,0
"An unexpected confession left me stunned and I had to pause to process it. and i find myself avoiding places because i'm scared something bad will happen again. while there was a lightness in my chest all day, like the world finally felt right.",0,1,1,0,0,1
"I feel furious thinking about the way I was spoken to; it was humiliating and cruel. and even in the crowd i felt empty, like a sadness that sat beside me all day. 😤😢",1,0,0,0,1,0
"Loving them makes even the hardest days feel bearable because of how they comfort me. however, a quiet sorrow has settled over me since the news and i can't seem to shake it off., but i was overwhelmed with happiness when my friends surprised me with that celebration. 😊❤️😢",0,0,1,1,1,0
I couldn't believe my eyes when I saw it; the surprise stopped me in my tracks. and i feel an uneasy panic whenever i think about facing that situation again. and i was overwhelmed with happiness when my friends surprised me with that celebration. 😨😊😳,0,1,1,0,0,1
"There is a warmth inside me every time I think about the kindness they show. Also, i was overwhelmed with happiness when my friends surprised me with that celebration. 😊❤️",0,0,1,1,0,0
"I find myself avoiding places because I'm scared something bad will happen again., but i felt a deep ache in my chest remembering what we've lost and it wouldn't fade. and an unexpected confession left me stunned and i had to pause to process it. 😨😢😳",0,1,0,0,1,1
"A surprising twist in the evening turned everything upside down and I was caught off guard. while i feel an uneasy panic whenever i think about facing that situation again., but hearing their good news made my whole week brighter and i felt genuinely happy.",0,1,1,0,0,1
"I feel completely connected and tender toward them in a way that surprises me. and i find myself replaying that moment and it brings tears i can't hold back., but i was overwhelmed with happiness when my friends surprised me with that celebration.",0,0,1,1,1,0
"The sudden turn of events surprised me in a way I didn't expect and shook my plans. however, i find myself avoiding places because i'm scared something bad will happen again. however, i can't stop smiling thinking about the wonderful time we had together last night. 😨😊😳",0,1,1,0,0,1
"I find myself avoiding places because I'm scared something bad will happen again., but the day felt heavy and every small thing reminded me of how lonely i've been feeling. while i was completely taken aback by the unexpected message and it left me speechless. 😨😢😳",0,1,0,0,1,1
"There is a warmth inside me every time I think about the kindness they show. while i felt a deep ache in my chest remembering what we've lost and it wouldn't fade., but my blood boils whenever i remember how they treated me that day. 😤❤️😢",1,0,0,1,1,0
A surprising twist in the evening turned everything upside down and I was caught off guard. and i feel an uneasy panic whenever i think about facing that situation again. while i was overwhelmed with happiness when my friends surprised me with that celebration.,0,1,1,0,0,1
"A surprising twist in the evening turned everything upside down and I was caught off guard. Also, the small moments of warmth and laughter today filled me with a quiet joy.",0,0,1,0,0,1
"I realized how deeply I care for them when they gently held my hand and didn't let go., but i felt a deep ache in my chest remembering what we've lost and it wouldn't fade. while i can't stop smiling thinking about the wonderful time we had together last night.",0,0,1,1,1,0
"I realized how deeply I care for them when they gently held my hand and didn't let go., but even in the crowd i felt empty, like a sadness that sat beside me all day. however, hearing their good news made my whole week brighter and i felt genuinely happy. 😊❤️😢",0,0,1,1,1,0
"A surprising twist in the evening turned everything upside down and I was caught off guard. and the uncertainty about the future keeps me awake and makes my heart race with fear. and i was overwhelmed with happiness when my friends surprised me with that celebration. Also, i felt a deep ache in my chest remembering what we've lost and it wouldn't fade.",0,1,1,0,1,1
"I feel completely connected and tender toward them in a way that surprises me., but i was overwhelmed with happiness when my friends surprised me with that celebration. Also, i'm genuinely frightened about the idea of walking home alone late at night after what happened.",0,1,1,1,0,0
"Loving them makes even the hardest days feel bearable because of how they comfort me. however, even in the crowd i felt empty, like a sadness that sat beside me all day. while i feel furious thinking about the way i was spoken to; it was humiliating and cruel.",1,0,0,1,1,0
"There is a warmth inside me every time I think about the kindness they show. however, hearing their good news made my whole week brighter and i felt genuinely happy. Also, it hurts me deeply when someone i trusted betrays me without a second thought. 😤😊❤️",1,0,1,1,0,0
"I realized how deeply I care for them when they gently held my hand and didn't let go., but i was overwhelmed with happiness when my friends surprised me with that celebration.",0,0,1,1,0,0
"My heart fills with affection whenever I remember our quiet conversations late at night. Also, it hurts me deeply when someone i trusted betrays me without a second thought. 😤❤️",1,0,0,1,0,0
"My blood boils whenever I remember how they treated me that day. and i find myself replaying that moment and it brings tears i can't hold back. however, i find myself avoiding places because i'm scared something bad will happen again. 😤😨😢",1,1,0,0,1,0
"I realized how deeply I care for them when they gently held my hand and didn't let go. however, even in the crowd i felt empty, like a sadness that sat beside me all day. while hearing their good news made my whole week brighter and i felt genuinely happy. while my blood boils whenever i remember how they treated me that day. 😤😊❤️😢",1,0,1,1,1,0
"I was completely taken aback by the unexpected message and it left me speechless. however, i'm genuinely frightened about the idea of walking home alone late at night after what happened.",0,1,0,0,0,1
"An unexpected confession left me stunned and I had to pause to process it. however, i feel an uneasy panic whenever i think about facing that situation again. Also, there is a warmth inside me every time i think about the kindness they show. 😨❤️😳",0,1,0,1,0,1
The thought of losing my job terrifies me more than I can explain. and i can't stand how they dismissed my feelings after everything i've done for them.,1,1,0,0,0,0
A surprising twist in the evening turned everything upside down and I was caught off guard. while i'm genuinely frightened about the idea of walking home alone late at night after what happened. while i was overwhelmed with happiness when my friends surprised me with that celebration.,0,1,1,0,0,1
"I realized how deeply I care for them when they gently held my hand and didn't let go. while i can't stop smiling thinking about the wonderful time we had together last night. Also, i find myself replaying that moment and it brings tears i can't hold back. 😊❤️😢",0,0,1,1,1,0
"The thought of losing my job terrifies me more than I can explain. while even in the crowd i felt empty, like a sadness that sat beside me all day. 😨😢",0,1,0,0,1,0
The sudden turn of events surprised me in a way I didn't expect and shook my plans. while the small moments of warmth and laughter today filled me with a quiet joy. 😊😳,0,0,1,0,0,1
I realized how deeply I care for them when they gently held my hand and didn't let go. while i am seething with anger at the injustice i had to witness today. 😤❤️,1,0,0,1,0,0
"There is a warmth inside me every time I think about the kindness they show. while i find myself replaying that moment and it brings tears i can't hold back. Also, i can't stand how they dismissed my feelings after everything i've done for them. 😤❤️😢",1,0,0,1,1,0
"The sudden turn of events surprised me in a way I didn't expect and shook my plans. however, hearing their good news made my whole week brighter and i felt genuinely happy. Also, i find myself replaying that moment and it brings tears i can't hold back.",0,0,1,0,1,1
"I find myself avoiding places because I'm scared something bad will happen again. and i find myself replaying that moment and it brings tears i can't hold back. however, a surprising twist in the evening turned everything upside down and i was caught off guard.",0,1,0,0,1,1
"I was completely taken aback by the unexpected message and it left me speechless., but i can't stop smiling thinking about the wonderful time we had together last night.",0,0,1,0,0,1
"I couldn't believe my eyes when I saw it; the surprise stopped me in my tracks. while the thought of losing my job terrifies me more than i can explain. Also, i am seething with anger at the injustice i had to witness today.",1,1,0,0,0,1
"I find myself avoiding places because I'm scared something bad will happen again., but the day felt heavy and every small thing reminded me of how lonely i've been feeling., but it hurts me deeply when someone i trusted betrays me without a second thought.",1,1,0,0,1,0
The uncertainty about the future keeps me awake and makes my heart race with fear. and i feel furious thinking about the way i was spoken to; it was humiliating and cruel.,1,1,0,0,0,0
"My heart fills with affection whenever I remember our quiet conversations late at night., but i am seething with anger at the injustice i had to witness today.",1,0,0,1,0,0
"I was completely taken aback by the unexpected message and it left me speechless., but i find myself avoiding places because i'm scared something bad will happen again., but i can't stop smiling thinking about the wonderful time we had together last night.",0,1,1,0,0,1
"I am seething with anger at the injustice I had to witness today. Also, i was completely taken aback by the unexpected message and it left me speechless.",1,0,0,0,0,1
The sudden turn of events surprised me in a way I didn't expect and shook my plans. while i feel an uneasy panic whenever i think about facing that situation again. while the small moments of warmth and laughter today filled me with a quiet joy.,0,1,1,0,0,1
I'm genuinely frightened about the idea of walking home alone late at night after what happened. and i was completely taken aback by the unexpected message and it left me speechless. while i can't stand how they dismissed my feelings after everything i've done for them.,1,1,0,0,0,1
"A surprising twist in the evening turned everything upside down and I was caught off guard. while the uncertainty about the future keeps me awake and makes my heart race with fear. however, there was a lightness in my chest all day, like the world finally felt right.",0,1,1,0,0,1
"A surprising twist in the evening turned everything upside down and I was caught off guard. while i find myself avoiding places because i'm scared something bad will happen again., but the small moments of warmth and laughter today filled me with a quiet joy. 😨😊😳",0,1,1,0,0,1
"I realized how deeply I care for them when they gently held my hand and didn't let go. however, a quiet sorrow has settled over me since the news and i can't seem to shake it off. and i can't stop smiling thinking about the wonderful time we had together last night.",0,0,1,1,1,0
"The sudden turn of events surprised me in a way I didn't expect and shook my plans., but the uncertainty about the future keeps me awake and makes my heart race with fear. Also, it hurts me deeply when someone i trusted betrays me without a second thought.",1,1,0,0,0,1
A surprising twist in the evening turned everything upside down and I was caught off guard. while i'm genuinely frightened about the idea of walking home alone late at night after what happened. and i can't stop smiling thinking about the wonderful time we had together last night.,0,1,1,0,0,1
My heart fills with affection whenever I remember our quiet conversations late at night. while i felt a deep ache in my chest remembering what we've lost and it wouldn't fade.,0,0,0,1,1,0
An unexpected confession left me stunned and I had to pause to process it. and the uncertainty about the future keeps me awake and makes my heart race with fear. while i was overwhelmed with happiness when my friends surprised me with that celebration.,0,1,1,0,0,1
"A surprising twist in the evening turned everything upside down and I was caught off guard. and i find myself avoiding places because i'm scared something bad will happen again. and the small moments of warmth and laughter today filled me with a quiet joy. Also, the day felt heavy and every small thing reminded me of how lonely i've been feeling. 😨😊😢😳",0,1,1,0,1,1
"I find myself avoiding places because I'm scared something bad will happen again. Also, the small moments of warmth and laughter today filled me with a quiet joy. 😨😊",0,1,1,0,0,0
My blood boils whenever I remember how they treated me that day. while i'm genuinely frightened about the idea of walking home alone late at night after what happened. 😤😨,1,1,0,0,0,0
I was completely taken aback by the unexpected message and it left me speechless. and i feel an uneasy panic whenever i think about facing that situation again. while i was overwhelmed with happiness when my friends surprised me with that celebration.,0,1,1,0,0,1
"The thought of losing my job terrifies me more than I can explain. and i felt a deep ache in my chest remembering what we've lost and it wouldn't fade. however, i couldn't believe my eyes when i saw it; the surprise stopped me in my tracks. 😨😢😳",0,1,0,0,1,1
"I'm genuinely frightened about the idea of walking home alone late at night after what happened. and i felt a deep ache in my chest remembering what we've lost and it wouldn't fade., but i can't stand how they dismissed my feelings after everything i've done for them. 😤😨😢",1,1,0,0,1,0
"I feel completely connected and tender toward them in a way that surprises me. while there was a lightness in my chest all day, like the world finally felt right. Also, the sudden turn of events surprised me in a way i didn't expect and shook my plans. 😊❤️😳",0,0,1,1,0,1
"A surprising twist in the evening turned everything upside down and I was caught off guard. Also, i can't stand how they dismissed my feelings after everything i've done for them. 😤😳",1,0,0,0,0,1
"A surprising twist in the evening turned everything upside down and I was caught off guard., but the thought of losing my job terrifies me more than i can explain. while there was a lightness in my chest all day, like the world finally felt right. 😨😊😳",0,1,1,0,0,1
An unexpected confession left me stunned and I had to pause to process it. and i feel an uneasy panic whenever i think about facing that situation again. 😨😳,0,1,0,0,0,1
"I'm genuinely frightened about the idea of walking home alone late at night after what happened., but a quiet sorrow has settled over me since the news and i can't seem to shake it off. however, a surprising twist in the evening turned everything upside down and i was caught off guard. 😨😢😳",0,1,0,0,1,1
"There is a warmth inside me every time I think about the kindness they show. and i find myself replaying that moment and it brings tears i can't hold back. Also, a surprising twist in the evening turned everything upside down and i was caught off guard.",0,0,0,1,1,1
"I was completely taken aback by the unexpected message and it left me speechless. and i find myself avoiding places because i'm scared something bad will happen again. Also, my blood boils whenever i remember how they treated me that day. 😤😨😳",1,1,0,0,0,1
"I was completely taken aback by the unexpected message and it left me speechless. while the uncertainty about the future keeps me awake and makes my heart race with fear. Also, i am seething with anger at the injustice i had to witness today.",1,1,0,0,0,1
The uncertainty about the future keeps me awake and makes my heart race with fear. while i felt a deep ache in my chest remembering what we've lost and it wouldn't fade. and the sudden turn of events surprised me in a way i didn't expect and shook my plans. 😨😢😳,0,1,0,0,1,1
"I realized how deeply I care for them when they gently held my hand and didn't let go. however, my blood boils whenever i remember how they treated me that day.",1,0,0,1,0,0
Loving them makes even the hardest days feel bearable because of how they comfort me. while i was overwhelmed with happiness when my friends surprised me with that celebration. while i am seething with anger at the injustice i had to witness today. 😤😊❤️,1,0,1,1,0,0
"My heart fills with affection whenever I remember our quiet conversations late at night. however, even in the crowd i felt empty, like a sadness that sat beside me all day. while hearing their good news made my whole week brighter and i felt genuinely happy.",0,0,1,1,1,0
"I find myself avoiding places because I'm scared something bad will happen again. while a quiet sorrow has settled over me since the news and i can't seem to shake it off. however, a surprising twist in the evening turned everything upside down and i was caught off guard.",0,1,0,0,1,1
"I was completely taken aback by the unexpected message and it left me speechless. and i find myself avoiding places because i'm scared something bad will happen again. however, the small moments of warmth and laughter today filled me with a quiet joy. 😨😊😳",0,1,1,0,0,1
My heart fills with affection whenever I remember our quiet conversations late at night. and it hurts me deeply when someone i trusted betrays me without a second thought.,1,0,0,1,0,0
I was completely taken aback by the unexpected message and it left me speechless. while the uncertainty about the future keeps me awake and makes my heart race with fear. and hearing their good news made my whole week brighter and i felt genuinely happy. 😨😊😳,0,1,1,0,0,1
It hurts me deeply when someone I trusted betrays me without a second thought. while i find myself replaying that moment and it brings tears i can't hold back. 😤😢,1,0,0,0,1,0
"There is a warmth inside me every time I think about the kindness they show. however, a quiet sorrow has settled over me since the news and i can't seem to shake it off. however, the small moments of warmth and laughter today filled me with a quiet joy. 😊❤️😢",0,0,1,1,1,0
I realized how deeply I care for them when they gently held my hand and didn't let go. while hearing their good news made my whole week brighter and i felt genuinely happy. 😊❤️,0,0,1,1,0,0
"I realized how deeply I care for them when they gently held my hand and didn't let go. and i can't stop smiling thinking about the wonderful time we had together last night. Also, i feel an uneasy panic whenever i think about facing that situation again.",0,1,1,1,0,0
"I realized how deeply I care for them when they gently held my hand and didn't let go. however, i felt a deep ache in my chest remembering what we've lost and it wouldn't fade., but hearing their good news made my whole week brighter and i felt genuinely happy., but it hurts me deeply when someone i trusted betrays me without a second thought. 😤😊❤️😢",1,0,1,1,1,0
"I feel furious thinking about the way I was spoken to; it was humiliating and cruel. however, the day felt heavy and every small thing reminded me of how lonely i've been feeling. and the uncertainty about the future keeps me awake and makes my heart race with fear.",1,1,0,0,1,0
"I feel an uneasy panic whenever I think about facing that situation again. however, the day felt heavy and every small thing reminded me of how lonely i've been feeling., but i couldn't believe my eyes when i saw it; the surprise stopped me in my tracks. 😨😢😳",0,1,0,0,1,1
"There is a warmth inside me every time I think about the kindness they show. and the day felt heavy and every small thing reminded me of how lonely i've been feeling. and i was overwhelmed with happiness when my friends surprised me with that celebration., but i am seething with anger at the injustice i had to witness today.",1,0,1,1,1,0
"The uncertainty about the future keeps me awake and makes my heart race with fear., but a quiet sorrow has settled over me since the news and i can't seem to shake it off.",0,1,0,0,1,0
I couldn't believe my eyes when I saw it; the surprise stopped me in my tracks. while i'm genuinely frightened about the idea of walking home alone late at night after what happened. and hearing their good news made my whole week brighter and i felt genuinely happy.,0,1,1,0,0,1
"There was a lightness in my chest all day, like the world finally felt right. and i couldn't believe my eyes when i saw it; the surprise stopped me in my tracks.",0,0,1,0,0,1
"There is a warmth inside me every time I think about the kindness they show. while the day felt heavy and every small thing reminded me of how lonely i've been feeling. however, i can't stop smiling thinking about the wonderful time we had together last night.",0,0,1,1,1,0
"Loving them makes even the hardest days feel bearable because of how they comfort me. however, a quiet sorrow has settled over me since the news and i can't seem to shake it off. while i can't stand how they dismissed my feelings after everything i've done for them. 😤❤️😢",1,0,0,1,1,0
"The sudden turn of events surprised me in a way I didn't expect and shook my plans. however, i'm genuinely frightened about the idea of walking home alone late at night after what happened. and the small moments of warmth and laughter today filled me with a quiet joy.",0,1,1,0,0,1
The thought of losing my job terrifies me more than I can explain. and i am seething with anger at the injustice i had to witness today. 😤😨,1,1,0,0,0,0
"A surprising twist in the evening turned everything upside down and I was caught off guard. however, i find myself avoiding places because i'm scared something bad will happen again., but i can't stop smiling thinking about the wonderful time we had together last night. 😨😊😳",0,1,1,0,0,1
I realized how deeply I care for them when they gently held my hand and didn't let go. while a quiet sorrow has settled over me since the news and i can't seem to shake it off. and the small moments of warmth and laughter today filled me with a quiet joy. 😊❤️😢,0,0,1,1,1,0
"I couldn't believe my eyes when I saw it; the surprise stopped me in my tracks. Also, i find myself replaying that moment and it brings tears i can't hold back. 😢😳",0,0,0,0,1,1
"Loving them makes even the hardest days feel bearable because of how they comfort me. while the small moments of warmth and laughter today filled me with a quiet joy., but i can't stand how they dismissed my feelings after everything i've done for them. 😤😊❤️",1,0,1,1,0,0
"I find myself avoiding places because I'm scared something bad will happen again. while even in the crowd i felt empty, like a sadness that sat beside me all day., but my blood boils whenever i remember how they treated me that day.",1,1,0,0,1,0
"I feel an uneasy panic whenever I think about facing that situation again., but i was completely taken aback by the unexpected message and it left me speechless. while i feel furious thinking about the way i was spoken to; it was humiliating and cruel. 😤😨😳",1,1,0,0,0,1
"An unexpected confession left me stunned and I had to pause to process it. and i find myself avoiding places because i'm scared something bad will happen again. Also, i can't stop smiling thinking about the wonderful time we had together last night. 😨😊😳",0,1,1,0,0,1
"The uncertainty about the future keeps me awake and makes my heart race with fear., but i couldn't believe my eyes when i saw it; the surprise stopped me in my tracks. and my blood boils whenever i remember how they treated me that day. 😤😨😳",1,1,0,0,0,1
"The sudden turn of events surprised me in a way I didn't expect and shook my plans. and i'm genuinely frightened about the idea of walking home alone late at night after what happened. while there was a lightness in my chest all day, like the world finally felt right.",0,1,1,0,0,1
"I am seething with anger at the injustice I had to witness today. Also, my heart fills with affection whenever i remember our quiet conversations late at night. 😤❤️",1,0,0,1,0,0
"I couldn't believe my eyes when I saw it; the surprise stopped me in my tracks. and i find myself avoiding places because i'm scared something bad will happen again. however, hearing their good news made my whole week brighter and i felt genuinely happy. 😨😊😳",0,1,1,0,0,1
"Loving them makes even the hardest days feel bearable because of how they comfort me. while i felt a deep ache in my chest remembering what we've lost and it wouldn't fade., but hearing their good news made my whole week brighter and i felt genuinely happy.",0,0,1,1,1,0
"I realized how deeply I care for them when they gently held my hand and didn't let go. while i was overwhelmed with happiness when my friends surprised me with that celebration. Also, an unexpected confession left me stunned and i had to pause to process it.",0,0,1,1,0,1
It hurts me deeply when someone I trusted betrays me without a second thought. and loving them makes even the hardest days feel bearable because of how they comfort me.,1,0,0,1,0,0
I feel an uneasy panic whenever I think about facing that situation again. and my blood boils whenever i remember how they treated me that day. 😤😨,1,1,0,0,0,0
I realized how deeply I care for them when they gently held my hand and didn't let go. and the small moments of warmth and laughter today filled me with a quiet joy. while it hurts me deeply when someone i trusted betrays me without a second thought.,1,0,1,1,0,0
"I'm genuinely frightened about the idea of walking home alone late at night after what happened., but i can't stand how they dismissed my feelings after everything i've done for them.",1,1,0,0,0,0
"An unexpected confession left me stunned and I had to pause to process it. while i feel an uneasy panic whenever i think about facing that situation again., but the small moments of warmth and laughter today filled me with a quiet joy. 😨😊😳",0,1,1,0,0,1
"I feel completely connected and tender toward them in a way that surprises me. however, i find myself replaying that moment and it brings tears i can't hold back. however, i feel furious thinking about the way i was spoken to; it was humiliating and cruel. 😤❤️😢",1,0,0,1,1,0
"My heart fills with affection whenever I remember our quiet conversations late at night. while even in the crowd i felt empty, like a sadness that sat beside me all day. however, i can't stop smiling thinking about the wonderful time we had together last night.",0,0,1,1,1,0
"There is a warmth inside me every time I think about the kindness they show. and even in the crowd i felt empty, like a sadness that sat beside me all day. and i can't stop smiling thinking about the wonderful time we had together last night. 😊❤️😢",0,0,1,1,1,0
"There is a warmth inside me every time I think about the kindness they show., but a quiet sorrow has settled over me since the news and i can't seem to shake it off. while the small moments of warmth and laughter today filled me with a quiet joy.",0,0,1,1,1,0
"The sudden turn of events surprised me in a way I didn't expect and shook my plans. however, the thought of losing my job terrifies me more than i can explain. and i was overwhelmed with happiness when my friends surprised me with that celebration. 😨😊😳",0,1,1,0,0,1
"A surprising twist in the evening turned everything upside down and I was caught off guard. and the small moments of warmth and laughter today filled me with a quiet joy. Also, i find myself replaying that moment and it brings tears i can't hold back.",0,0,1,0,1,1
"An unexpected confession left me stunned and I had to pause to process it., but the uncertainty about the future keeps me awake and makes my heart race with fear. and there was a lightness in my chest all day, like the world finally felt right.",0,1,1,0,0,1
The sudden turn of events surprised me in a way I didn't expect and shook my plans. while i find myself avoiding places because i'm scared something bad will happen again.,0,1,0,0,0,1
I feel completely connected and tender toward them in a way that surprises me. and i can't stop smiling thinking about the wonderful time we had together last night. while i can't stand how they dismissed my feelings after everything i've done for them. 😤😊❤️,1,0,1,1,0,0
"Loving them makes even the hardest days feel bearable because of how they comfort me. however, even in the crowd i felt empty, like a sadness that sat beside me all day. Also, i feel an uneasy panic whenever i think about facing that situation again. 😨❤️😢",0,1,0,1,1,0
"A surprising twist in the evening turned everything upside down and I was caught off guard. while there was a lightness in my chest all day, like the world finally felt right. Also, i can't stand how they dismissed my feelings after everything i've done for them.",1,0,1,0,0,1
"There is a warmth inside me every time I think about the kindness they show., but i feel furious thinking about the way i was spoken to; it was humiliating and cruel.",1,0,0,1,0,0
"I feel an uneasy panic whenever I think about facing that situation again., but the sudden turn of events surprised me in a way i didn't expect and shook my plans. while it hurts me deeply when someone i trusted betrays me without a second thought.",1,1,0,0,0,1
I can't stand how they dismissed my feelings after everything I've done for them. while the thought of losing my job terrifies me more than i can explain.,1,1,0,0,0,0
I couldn't believe my eyes when I saw it; the surprise stopped me in my tracks. and i'm genuinely frightened about the idea of walking home alone late at night after what happened. while hearing their good news made my whole week brighter and i felt genuinely happy.,0,1,1,0,0,1
"A surprising twist in the evening turned everything upside down and I was caught off guard. however, i'm genuinely frightened about the idea of walking home alone late at night after what happened. however, there was a lightness in my chest all day, like the world finally felt right.",0,1,1,0,0,1
"Loving them makes even the hardest days feel bearable because of how they comfort me. however, hearing their good news made my whole week brighter and i felt genuinely happy. however, i am seething with anger at the injustice i had to witness today. 😤😊❤️",1,0,1,1,0,0
"I was completely taken aback by the unexpected message and it left me speechless. however, the uncertainty about the future keeps me awake and makes my heart race with fear. and there was a lightness in my chest all day, like the world finally felt right. 😨😊😳",0,1,1,0,0,1
"I couldn't believe my eyes when I saw it; the surprise stopped me in my tracks. while i feel an uneasy panic whenever i think about facing that situation again. and there was a lightness in my chest all day, like the world finally felt right. 😨😊😳",0,1,1,0,0,1
I realized how deeply I care for them when they gently held my hand and didn't let go. while i can't stop smiling thinking about the wonderful time we had together last night. and my blood boils whenever i remember how they treated me that day.,1,0,1,1,0,0
"Loving them makes even the hardest days feel bearable because of how they comfort me., but my blood boils whenever i remember how they treated me that day.",1,0,0,1,0,0
"An unexpected confession left me stunned and I had to pause to process it. and the uncertainty about the future keeps me awake and makes my heart race with fear. while there was a lightness in my chest all day, like the world finally felt right.",0,1,1,0,0,1
"Loving them makes even the hardest days feel bearable because of how they comfort me. however, a quiet sorrow has settled over me since the news and i can't seem to shake it off. ❤️😢",0,0,0,1,1,0
"I'm genuinely frightened about the idea of walking home alone late at night after what happened., but the sudden turn of events surprised me in a way i didn't expect and shook my plans. and i feel furious thinking about the way i was spoken to; it was humiliating and cruel. 😤😨😳",1,1,0,0,0,1
"An unexpected confession left me stunned and I had to pause to process it. and the thought of losing my job terrifies me more than i can explain. Also, i feel completely connected and tender toward them in a way that surprises me.",0,1,0,1,0,1
"The sudden turn of events surprised me in a way I didn't expect and shook my plans., but i find myself avoiding places because i'm scared something bad will happen again. and the small moments of warmth and laughter today filled me with a quiet joy.",0,1,1,0,0,1
"I find myself avoiding places because I'm scared something bad will happen again. however, i felt a deep ache in my chest remembering what we've lost and it wouldn't fade. 😨😢",0,1,0,0,1,0
"The uncertainty about the future keeps me awake and makes my heart race with fear. however, even in the crowd i felt empty, like a sadness that sat beside me all day. 😨😢",0,1,0,0,1,0
I feel furious thinking about the way I was spoken to; it was humiliating and cruel. and i realized how deeply i care for them when they gently held my hand and didn't let go. 😤❤️,1,0,0,1,0,0
